Geneid,Chr,Start,End,Strand,Length,Female_1,Female_2,Female_3,Female_4,Labium_1,Labium_2,Labium_3 ,Labium_4,Male_1,Male_2,Male_3 ,Male_4 ,MH_12 
gene9646,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,345227445;345237110;345237589;345237748;345237987;345238369;345238943;345239174,345227662;345237528;345237682;345237924;345238314;345238881;345239111;345239875,+;+;+;+;+;+;+;+,2620,866,211,1,13,283,336,295,470,0,0,0,244,774
gene9647,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,345240881;345241854;345242057;345242331;345242901,345240985;345241997;345242276;345242825;345243154,+;+;+;+;+,1218,2908,1642,3086,7972,3414,2970,3945,3449,712,150,3983,5012,6794
gene9648,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,345250806;345252089;345260729;345263439,345252026;345252472;345260926;345265366,+;+;+;+,3731,771,1883,1593,1361,1109,1089,1191,1507,6,47,743,139,615
gene9649,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,345285721;345287748;345288171;345313680;345315214;345395569;345519856;345563668;345566530;345575857,345286608;345288097;345288312;345314657;345315494;345395611;345519933;345563942;345566827;345576061,-;-;-;-;-;-;-;-;-;-,3538,557,629,2608,287,268,689,556,379,12,1090,0,1196,24
gene9650,NC_035108.1;NC_035108.1;NC_035108.1,345514998;345515480;345515701,345515421;345515639;345516037,-;-;-,921,0,0,0,0,6,0,0,0,0,0,0,0,0
gene9651,NC_035108.1,345623657,345623728,+,72,0,0,0,0,0,1,0,0,0,0,0,0,0
gene9652,NC_035108.1,345644249,345644644,+,396,0,0,0,5,0,3,0,0,23,0,8,0,21
gene9653,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,345728216;345744208;345744429;345764891;345772393;345811287;345822543,345730294;345744362;345744593;345765151;345772529;345811861;345823316,-;-;-;-;-;-;-,4146,1221,2360,1332,244,581,1138,816,1300,49,1150,318,76,1504
gene9654,NC_035108.1;NC_035108.1,345739412;345742250,345742191;345742332,+;+,2863,0,0,0,0,28,0,13,26,0,0,0,0,0
gene9655,NC_035108.1,345742198,345742846,+,649,0,0,0,0,0,0,16,0,0,0,0,0,0
gene9656,NC_035108.1;NC_035108.1,345833904;345834233,345834167;345834388,+;+,420,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9657,NC_035108.1;NC_035108.1,345834658;345834997,345834931;345835152,+;+,430,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9658,NC_035108.1;NC_035108.1;NC_035108.1,345855267;345855968;345856559,345855403;345856499;345856806,+;+;+,917,453,2124,967,2070,1134,1124,997,1243,0,1886,1577,0,99
gene9659,NC_035108.1;NC_035108.1;NC_035108.1,345857008;345865005;345865229,345857650;345865136;345865591,-;-;-,1138,9203,5707,7395,9253,1030,1359,1217,1426,0,2841,575,0,3525
gene9660,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,345867370;345880521;345880786;345896703;345897072,345867869;345880616;345881006;345896936;345897577,-;-;-;-;-,1557,2151,2095,1997,3727,6440,5236,4605,6613,1,542,3163,1,5145
gene9661,NC_035108.1;NC_035108.1,346000146;346032468,346000272;346032723,-;-,383,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9662,NC_035108.1,346035390,346035725,-,336,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9663,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,346037196;346037346;346037481;346037615,346037281;346037418;346037559;346037880,-;-;-;-,504,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9664,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,346168758;346217326;346222531;346318808;346328532;346346608;346347013;346422921,346169810;346217522;346222661;346319093;346328567;346346852;346347024;346424433,+;+;+;+;+;+;+;+,3473,795,2551,0,778,678,626,685,599,0,1,476,898,2862
gene9665,NC_035108.1,346361851,346362097,-,247,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9666,NC_035108.1;NC_035108.1,346527939;346528155,346528094;346528413,+;+,415,0,0,0,0,0,0,1,2,0,0,0,0,0
gene9667,NC_035108.1;NC_035108.1;NC_035108.1,346635761;346636078;346636199,346636013;346636145;346636744,+;+;+,867,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9668,NC_035108.1;NC_035108.1;NC_035108.1,346642692;346643057;346643178,346642992;346643124;346643497,+;+;+,689,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9669,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,346940433;346956852;346958212;346982494;347048685;347048891;347086214,346941488;346956863;346958456;346982779;347048815;347049057;347087405,-;-;-;-;-;-;-,3089,506,0,0,271,15,125,52,5,5350,0,0,776,0
gene9670,NC_035108.1;NC_035108.1;NC_035108.1,347025314;347025641;347025888,347025470;347025836;347026085,+;+;+,551,1,0,0,0,1,0,0,0,0,0,0,0,0
gene9671,NC_035108.1;NC_035108.1;NC_035108.1,347238699;347241757;347242387,347241645;347242064;347243031,+;+;+,3900,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9672,NC_035108.1;NC_035108.1,347276668;347277038,347276969;347277382,-;-,647,0,0,0,0,0,0,0,2,0,0,0,0,0
gene9673,NC_035108.1;NC_035108.1,347280000;347280528,347280456;347280844,-;-,774,316,172,1039,456,122,122,193,138,0,0,57,987,849
gene9674,NC_035108.1;NC_035108.1;NC_035108.1,347284479;347284813;347289676,347284753;347284950;347290387,+;+;+,1125,1,0,0,0,0,0,0,0,0,0,0,0,0
gene9675,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,347306680;347322111;347336807;347343570;347344122;347363860;347380712;347381013;347381609;347383099;347383462;347392209;347416802;347417183;347440214;347440518;347448810;347449341;347466347;347485919;347536134;347580907,347307387;347322243;347336935;347343799;347344333;347364553;347380918;347381549;347383036;347383401;347383757;347392422;347416894;347417602;347440330;347440661;347448911;347449533;347467171;347486020;347536235;347582441,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,8724,1056,1822,531,253,1103,2088,1763,2164,215,444,133,1665,522
gene9676,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,347596959;347597301;347597590;347597790;347598067;347598486,347597220;347597529;347597718;347598013;347598429;347599310,+;+;+;+;+;+,2032,0,0,0,0,110,18,410,186,0,0,0,0,0
gene9677,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,347614645;347615611;347616036;347616330;347616519;347616753,347615551;347615976;347616262;347616458;347616684;347617803,-;-;-;-;-;-,2846,0,0,1449,544,273,54,443,234,0,0,0,0,0
gene9678,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,347629209;347630106;347630534;347630841;347631729;347632151;347632614;347644266,347630048;347630468;347630760;347631669;347632091;347632377;347632956;347644549,-;-;-;-;-;-;-;-,3476,0,0,0,0,484,369,466,531,0,0,0,0,0
gene9679,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,347668611;347682133;347682963;347699227;347889407;347914770;348031979;348092996;348236839;348237787;348246612;348268733,347671710;347682904;347683146;347699732;347889571;347914934;348032076;348096378;348237673;348237803;348247142;348269401,-;-;-;-;-;-;-;-;-;-;-;-,10425,13380,10349,8096,8197,3257,4629,4303,4679,166,5165,2402,9249,9983
gene9680,NC_035108.1;NC_035108.1,347726168;347726951,347726858;347727091,-;-,832,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9681,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,348298231;348306223;348319393;348327790;348327900;348367181;348389087;348402667,348300234;348306506;348319713;348327888;348328030;348367766;348389635;348402834,-;-;-;-;-;-;-;-,4142,3060,1311,1357,1232,2064,1749,1872,2558,0,1642,721,1512,278
gene9682,NC_035108.1;NC_035108.1,348377968;348379313,348379247;348380425,+;+,2393,0,0,0,0,47,109,127,59,0,0,0,0,0
gene9683,NC_035108.1;NC_035108.1,348405606;348407509,348406582;348407658,-;-,1127,0,3,0,1,19,3,11,3,0,0,1,2,0
gene9684,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,348408386;348424214;348424449;348424653,348409377;348424385;348424582;348424871,-;-;-;-,1517,739,0,171,3520,643,647,492,440,0,0,738,0,745
gene9685,NC_035108.1;NC_035108.1;NC_035108.1,348427470;348427836;348428289,348427770;348427963;348429333,-;-;-,1474,0,0,0,0,9,0,0,0,0,0,0,0,0
gene9686,NC_035108.1;NC_035108.1;NC_035108.1,348436286;348452688;348461001,348436743;348454936;348461368,+;+;+,3075,1342,1695,1511,1276,405,402,319,643,0,0,7,0,0
gene9687,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,348469616;348469870;348470424;348472008,348469805;348470360;348471950;348472190,-;-;-;-,2391,0,0,0,0,0,0,0,0,0,0,0,0,1
gene9688,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,348481834;348482092;348482645;348484230,348482026;348482582;348484171;348484407,-;-;-;-,2389,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9689,NC_035108.1;NC_035108.1;NC_035108.1,348505793;348506012;348507661,348505949;348507598;348507837,-;-;-,1921,0,0,0,0,5,0,4,0,0,0,0,0,0
gene9690,NC_035108.1;NC_035108.1;NC_035108.1,348522307;348522667;348524948,348522605;348524687;348525170,-;-;-,2543,0,454,0,0,768,678,528,732,0,0,0,0,0
gene9691,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,348536416;348537792;348537964;348549489;348549676;348555836;348568008;348569282;348586419;348587111,348536525;348537891;348538709;348549576;348549914;348556217;348568343;348569613;348586777;348587314,-;-;-;-;-;-;-;-;-;-,2896,0,0,0,0,170,212,281,305,0,0,0,0,0
gene9692,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,348996768;349039646;349039885;349047328;349047572;349054461,348997559;349039818;349040052;349047508;349047921;349055629,+;+;+;+;+;+,2833,884,166,269,3312,470,727,1153,1879,0,0,0,0,0
gene9693,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,349062886;349063521;349069954;349070145;349070416,349063465;349063631;349070079;349070351;349070942,-;-;-;-;-,1551,540,19,32,0,697,882,933,701,0,1679,722,34,0
gene9694,NC_035108.1;NC_035108.1,349066338;349066730,349066672;349067082,+;+,688,31,0,0,0,1,0,17,18,0,0,0,0,0
gene9695,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,349075911;349076720;349078591;349083768;349084567;349086566;349090551;349090831,349076661;349076830;349078716;349083974;349084669;349086759;349090757;349091045,-;-;-;-;-;-;-;-,1914,13096,6378,16405,7993,22914,35960,50994,49734,8304,2383,41526,12710,12569
gene9696,NC_035108.1;NC_035108.1,349084671;349085074,349084826;349085452,+;+,535,0,0,0,0,81,195,27,162,0,0,215,0,0
gene9697,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,349102717;349103344;349103628;349104380;349104551,349103085;349103556;349103753;349104490;349105259,+;+;+;+;+,1528,632,2352,0,2258,5736,9900,5220,11998,0,0,22294,0,0
gene9698,NC_035108.1;NC_035108.1,349117018;349136891,349118202;349137230,-;-,1525,7180,5686,2259,6530,3566,3490,2798,3078,7145,12717,2774,8626,1350
gene9699,NC_035108.1;NC_035108.1;NC_035108.1,349143093;349143390;349143622,349143333;349143548;349144557,+;+;+,1336,0,393,0,0,114,261,127,230,0,0,82,0,0
gene9700,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,349149260;349150796;349151048;349151231,349150210;349150972;349151180;349151321,-;-;-;-,1352,1076,1621,390,1012,647,550,713,665,93,125,45,1243,1828
gene9701,NC_035108.1,349156392,349157473,+,1082,4042,1543,5587,3814,4596,4537,3232,3521,1442,9396,3757,8520,11848
gene9702,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,349176241;349211295;349222721;349246414;349272053;349278783;349279834;349293266;349293897,349176959;349211889;349222742;349247073;349273103;349279775;349280073;349293355;349295099,+;+;+;+;+;+;+;+;+,5573,2423,8037,5573,944,2136,1653,2310,3327,0,191,806,1182,7384
gene9703,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,349302827;349348043;349409416;349575772;349586561;349612165;349619735;349626399;349626718;349628236;349659645;349660541;349668777,349304059;349348071;349410487;349576015;349586690;349612453;349619931;349626576;349626898;349628416;349659784;349660774;349670334,+;+;+;+;+;+;+;+;+;+;+;+;+,5666,118,274,501,1373,606,885,1033,1189,0,6,0,1458,84
gene9704,NC_035108.1;NC_035108.1;NC_035108.1,349618003;349618831;349619126,349618774;349619064;349619728,-;-;-,1609,12354,9001,4405,7196,73,0,1,0,0,0,0,0,13095
gene9705,NC_035108.1;NC_035108.1,349698831;349699124,349699063;349699358,-;-,468,233,721,0,459,135,106,46,143,0,0,540,0,2
gene9706,NC_035108.1;NC_035108.1;NC_035108.1,349702102;349702529;349702914,349702464;349702657;349703072,-;-;-,651,25351,22587,30785,29705,17117,14426,13200,11759,28618,73568,30778,59823,32719
gene9707,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,349705847;349707177;349707788;349708808;349709426,349706453;349707484;349708447;349709370;349709869,-;-;-;-;-,2582,0,0,0,0,7,25,49,62,0,0,0,0,0
gene9708,NC_035108.1;NC_035108.1,349712535;349712707,349712646;349713271,+;+,677,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9709,NC_035108.1;NC_035108.1,349716953;349717578,349717517;349717689,-;-,677,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9710,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,349729733;349741195;349742452;349747287,349730395;349742384;349742611;349748614,+;+;+;+,3341,4729,4108,2992,8345,6059,7221,6577,8648,681,2962,5680,14788,2457
gene9711,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,349760055;349768345;349774847;349775984;349778165;349789826,349760573;349768586;349775875;349777308;349778394;349792761,+;+;+;+;+;+,6281,2053,2093,926,637,1893,2152,2101,3025,0,1583,1247,4266,1715
gene9712,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,349830478;349851689;349865435;349865663;349866576;349875545,349831336;349851913;349865608;349866513;349866795;349877299,+;+;+;+;+;+,4084,111,0,0,555,1086,843,1143,1562,0,2197,437,0,701
gene9713,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,349884877;349885474;349910856;350251173;350362760,349885405;349887577;349911151;350251266;350364765,-;-;-;-;-,5029,199,0,57,99,93,90,54,69,0,0,6,0,0
gene9714,NC_035108.1,350454697,350454776,-,80,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9715,NC_035108.1,350498355,350498427,+,73,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9716,NC_035108.1;NC_035108.1,350510273;350510430,350510373;350510747,-;-,419,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9717,NC_035108.1;NC_035108.1,350517247;350517404,350517347;350517651,-;-,349,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9718,NC_035108.1;NC_035108.1,350653123;350653504,350653427;350653600,-;-,402,0,0,0,0,0,0,41,0,0,0,0,0,0
gene9719,NC_035108.1;NC_035108.1,350735115;350735638,350735587;350736157,-;-,993,0,0,0,0,0,8,0,0,0,0,0,0,0
gene9720,NC_035108.1;NC_035108.1,350946268;350946462,350946369;350946723,-;-,364,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9721,NC_035108.1,351058667,351059884,-,1218,1120,73,966,2147,482,629,535,510,0,0,559,0,779
gene9722,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,351064034;351072160;351072353;351072582;351077301;351077652,351066105;351072295;351072518;351072714;351077330;351078244,+;+;+;+;+;+,3130,1915,209,616,1339,947,896,689,1136,0,0,1612,393,7
gene9723,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,351082730;351084441;351084676;351088190;351089294;351089456;351093994;351094307,351084372;351084615;351085094;351088925;351089394;351089798;351094244;351094669,-;-;-;-;-;-;-;-,4031,601,0,0,0,399,446,492,551,0,0,1659,0,0
gene9724,NC_035108.1;NC_035108.1;NC_035108.1,351094787;351095216;351095370,351095148;351095290;351095795,+;+;+,863,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9725,NC_035108.1;NC_035108.1,351104592;351128873,351105267;351129820,+;+,1624,5680,3227,8450,4069,2677,3082,2638,3165,795,2340,3878,2711,1341
gene9726,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,351141059;351160817;351161801;351175517;351180857;351181816;351183569;351195299;351197372;351209451;351233192;351246739;351256002;351257398;351257631;351261730;351465465;351473583,351143725;351160946;351162283;351176479;351181141;351183503;351183793;351195409;351197389;351209697;351233314;351247766;351256855;351257553;351257927;351261837;351466467;351474144,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,10948,30535,37760,29565,26044,12744,16006,15077,16020,23325,25005,20806,47502,29703
gene9727,NC_035108.1;NC_035108.1,351491086;351501874,351492908;351502659,-;-,2609,2301,1255,996,2857,1272,1435,1394,1955,0,5155,255,251,0
gene9728,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,351507742;351510288;351542837;351543015;351543264;351553405;351554185;351561344;351561557;351562477;351571908;351587865,351509538;351510678;351542944;351543203;351543902;351553446;351554274;351561493;351562414;351562713;351572177;351587978,-;-;-;-;-;-;-;-;-;-;-;-,4885,1236,818,388,1020,331,340,408,597,0,0,86,0,0
gene9729,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,351607324;351607661;351607845;351608107;351616286,351607595;351607780;351608045;351608264;351616641,-;-;-;-;-,1107,7,0,0,0,30,46,47,76,0,0,0,0,1
gene9730,NC_035108.1;NC_035108.1;NC_035108.1,351609279;351609545;351609658,351609459;351609593;351610907,+;+;+,1480,8,0,0,0,0,0,0,0,0,0,0,0,0
gene9731,NC_035108.1;NC_035108.1,351619228;351621708,351619405;351621804,-;-,275,0,120,0,0,22,24,28,35,0,0,1,0,0
gene9732,NC_035108.1;NC_035108.1;NC_035108.1,351623444;351624299;351624578,351624233;351624502;351624813,-;-;-,1230,9178,10391,9476,15705,28188,23424,21755,24636,8524,26102,38407,12700,16921
gene9733,NC_035108.1;NC_035108.1;NC_035108.1,351633367;351633861;351634565,351633799;351634061;351634957,+;+;+,1027,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9734,NC_035108.1;NC_035108.1;NC_035108.1,351640236;351640571;351640842,351640511;351640771;351641215,+;+;+,851,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9735,NC_035108.1;NC_035108.1,351641191;351641790,351641737;351642001,-;-,759,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9736,NC_035108.1;NC_035108.1;NC_035108.1,351649353;351649847;351650551,351649785;351650047;351650983,+;+;+,1067,7,7,1,2,13,12,10,14,25,110,31,10,10
gene9737,NC_035108.1;NC_035108.1;NC_035108.1,351656221;351656556;351656827,351656496;351656756;351657200,+;+;+,851,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9738,NC_035108.1;NC_035108.1,351657176;351657775,351657722;351657986,-;-,759,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9739,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,351661280;351665657;351665866;351666566,351661287;351665797;351666066;351666887,+;+;+;+,672,0,0,0,0,0,0,0,2,0,1,1,0,0
gene9740,NC_035108.1;NC_035108.1,351672555;351672842,351672771;351673215,+;+,591,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9741,NC_035108.1;NC_035108.1,351673191;351673790,351673737;351674001,-;-,759,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9742,NC_035108.1;NC_035108.1;NC_035108.1,351681351;351681845;351682549,351681783;351682045;351682941,+;+;+,1027,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9743,NC_035108.1;NC_035108.1;NC_035108.1,351688221;351688556;351688827,351688496;351688756;351689200,+;+;+,851,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9744,NC_035108.1;NC_035108.1,351689176;351689775,351689722;351689993,-;-,766,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9745,NC_035108.1;NC_035108.1;NC_035108.1,351707090;351707487;351707744,351707395;351707677;351708239,-;-;-,993,0,0,0,0,282,35,281,68,0,0,0,0,0
gene9746,NC_035108.1;NC_035108.1,351708207;351708863,351708806;351709186,-;-,924,4361,3346,5453,3555,12659,12418,8451,10073,13519,3239,15953,10932,7588
gene9747,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,351738731;351753470;351753694;351764794,351739445;351753490;351755010;351765477,+;+;+;+,2737,907,174,2,335,2,150,16,65,0,0,0,1,1
gene9748,NC_035108.1;NC_035108.1,351777154;351778171,351778113;351778274,-;-,1064,3644,5613,3947,971,1161,1328,1086,986,0,68,1173,0,0
gene9749,NC_035108.1;NC_035108.1;NC_035108.1,351784344;351784659;351784780,351784597;351784724;351784819,+;+;+,360,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9750,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,351794526;351795765;351799401;351799958;351801007;351832853;351833601,351795695;351799341;351799897;351800893;351801055;351833338;351833715,-;-;-;-;-;-;-,6830,0,0,151,0,9976,10303,11031,15769,0,0,662,0,0
gene9751,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,351854263;352041205;352041456;352041559;352049062;352049462;352052404;352052689,351854830;352041387;352041500;352042969;352049404;352052342;352052627;352053409,+;+;+;+;+;+;+;+,6376,2,436,0,114,9548,10239,10797,14890,0,526,0,0,52
